book_id,book_name,book_summary
6463950,遥远的她,    这是一部现实主义题材的短篇小说集，《遥远的她》收录了作者近几年创作的十篇短篇小说。作者以细腻的情感和对现实困境的体察，讲述主人公在中青年时期所面临的个人成长、生活经历、婚姻家庭等人生难题，反映了当代年轻人从懵懂到逐渐成熟的过程中自我意识的觉察和觉醒。
6465927,劳动社会学(中国人民大学劳动人事学院系列教材),    劳动社会学是一门用社会学理论体系和方法对劳动者社会劳动活动的结构、功能及其运行规律进行研究的学科。本书反映了劳动社会学发展的新情况，注重理论与实践相结合，并密切联系当前社会生产关系的深刻变化，对中国现实生活中的重大劳动问题进行了深入探讨。   全书共10章，涉及劳动者、职业选择与指导、职业地位与声望、职业分层与流动、劳动组织、劳动制度、劳动环境与保护、劳动关系、劳动问题等领域。每章均以经典的开篇引例破题，进而具体阐述概念、原理、实践、趋势等，最后以中国实践结尾，既富含深刻见解，又内容翔实丰富。   本书非常适合用作高校劳动与社会保障、人类学、社会学等专业的基础课程教材，也可作为政府相关部门及企事业单位的培训教材。
6466552,成就每一个人(精)/四有好老师系列丛书,    为深入推进新时代中国特色社会主义思想主题教育，贯彻落实“四有好老师”重要讲话以及给北师大“优师计划”师范生重要回信精神，做到主题教育“全面学习、精准掌握、联系实际、创新形式”，不断提高履职尽责的能力和水平，真正把学习成果转化为推动学校高质量发展的强大动力，北师大出版集团拟组织编写“四有好老师”系列丛书。丛书分为理论篇和成长篇两部分，本书是成长篇的一本，讲述上海市宝山区教育学院王天蓉老师的成长经历和事迹。
6469939,抽象代数基础教程(英文版原书第8版)/现代数学统计学原版书库,    本书是一本抽象代数入门教材，假定读者具备一定的微积分和线性代数基础知识，这些知识对解答习题和例题十分必要。本书深入介绍了群和子群、群结构、同态和商群、群论进阶、环和域、环和域的构造、交换代数、扩域和伽罗瓦理论等抽象代数入门课程的几乎所有主题。书中有大量的定义和定理，以及对这些理论进行进一步说明的例题。几乎每节都配有习题，书末提供了部分习题答案。散落在书中的“historical note”提供了了解重要历史人物和事件的很好拓展。
6425318,跨文化交际与高校英语教学研究,    随着时代的发展，跨文化交际活动日益增多，高校的英语教学也将此作为教学重点。本书以“跨文化交际”这一角度为切入点，系统地讨论了跨文化交际和英语教学之间的关系，如何将跨文化交际理论引入英语教学课堂，高校英语教育教学理论基础、高校英语教育教学模式理论构建、高校英语教育教学师资队伍建设、高校英语教育教学中的语言教学、多元文化视域下高校英语教学探索和高校英语教学的未来发展的角度进行介绍。通过客观论述，有助于推进高校英语教育教学工作的展开，使我国高校英语教育教学工作迈向新的台阶。
6434700,国际标准舞艺术研究,    本书以舞蹈为基底，以国际标准舞为导向，对国际标准舞艺术展开论述，简要介绍了国际标准舞的特征与情感表现，引导读者了解国际标准舞理论分类、发展历史、艺术特征、情感层次等基本内容，详细论述了国际标准舞（体育舞蹈）的审美与艺术表现力，试图厘清体育舞蹈的审美与艺术表现的关系，具体分析了国际标准舞与拉丁舞艺术，主要内容包括标准舞与拉丁舞的起源发展、艺术特征与表现力、动作审美等，进一步探究了中国元素与国际标准舞的融合，为国际标准舞艺术研究提供了建设性的指导意见。
6441452,新时代村级治理研究,    乡村治理是我国农村现代化发展建设的最基本问题之一，随着乡村振兴战略的提出和实施，健全新时代乡村治理体系更是成为重要的战略任务。本书在分析研究传统中国乡村社会治理历史演变的基础上，系统研究了改革开放后形成具有中国特色的乡村社会治理体制——乡政村治体制新时代的新发展新格局，并以新时代村级治理研究为重点。
6446081,光的赞歌(绿卷)/人民文学文库,    创刊于1949年10月的《人民文学》是新中国第一份文学期刊。作为国家一级文学期刊，《人民文学》发时代之先声、引文艺之潮流，是中国当代文学史上重要的文艺阵地，是当代文坛的风向标。   发表在《人民文学》1979年第1期的《光的赞歌》是艾青的诗歌作品，是歌颂中国共产党指引和领导中华民族从黑暗走向光明的伟大历程的经典名篇。《人民文学》杂志从2021年第4期起，特别设立“光的赞歌”栏目，先后刊发小说、散文、报告文学等体裁作品七十余篇，它们犹如伟大的时代之光映射出的绚丽的文学彩虹。   2024年，“光的赞歌”栏目以红橙黄绿青蓝紫七色结集，将这些优秀的作品奉献给大家，从国家大事到儿女深情、从科技创新到文化传承、从城市建设到乡村振兴、从衣食住行到生态文明……几乎每个领域的发展都在这些作品中得到了生动的呈现，真实反映新中国成立75年来的山河巨变，铭刻时代进程中的每一束光。   光的赞歌，属于真善美的心灵。   本卷收录《万川映月》、《躬身》、《与草为伍》、《绿色的足迹》、《丰收引》、《张掖访山记》、《兰生幽谷亦芬芳》等7部作品。
6451647,机器人自动化集成系统设计(NX MCD普通高等教育智能制造系列教材),    本书从机器人自动化集成系统的角度，对所涉及的机器人、PLC、机器视觉、设计仿真、数字孪生、并行协同、网络通信、人工智能等方面的理论和技术进行细致讲解，结合NX MCD仿真工具，对典型案例进行总体设计和技术剖析，既充分体现各相关技术的无缝集成，又突出系统技术之间的内在联系。   本书面向机器人自动化集成系统设计和仿真领域，以系统集成为核心，体现系统性观点；理论与实践紧密结合，体现开放性特点；从不同角度进行提炼总结，理论分析、性能仿真、软件开发、系统测试有机融合，构建机器人自动化集成系统完整设计开发体系。   本书可作为高等院校机器人工程、智能制造工程、自动化、机电一体化、机械制造及相关专业高年级学生或研究生的教材或参考书，也可供机器人自动化技术相关领域的工程技术人员学习使用。
6454226,诗意的原子(8种连结你和宇宙万物的无形元素青春版)/国际科普大师丛书,    本书从人与万物的联系这个角度作为切入点，讲述了8种对人来说最重要的元素：氧、氢、铁、碳、钠、氮、钙、磷。   你血中的铁，是组成血红蛋白的重要元素，也是造成2亿年前一次恒星爆炸的元凶；你呼吸中的碳元素，可能变成树干的一部分；你肌肉中的氮，会帮助天空变为蓝色；钠将把你眼中的泪水与远古时就消失的沧海联系在一起……组成世界万物的元素，和组成你身体的每一种元素是毫无二致的。你如何理解——你是一个活生生的生命同时也是一堆无生命的原子？   本书旨在使人认识到人和自然的联系是如此紧密，我们并非独立于自然之外，而是它的一部分。
6461102,智能技术与思想政治教育主客体交往研究(精)/思想政治研究文库,    本书的写作主要是基于大数据、人工智能、虚拟现实等智能技术快速发展对思想政治教育主客体交往带来的影响展开的。本书提出应当从内在动力机制、技术融入机制和制度保障机制同时入手，最大程度规避智能技术在思想政治教育主客体交往过程中的风险，以保障智能技术能够真正赋能思想政治教育活动的开展。
6463599,设计前期与场地设计(知识题)/2025全国一级注册建筑师资格考试历年真题解析与模拟试卷,    本书收录了2000～2024年全国一级注册建筑师资格考试设计前期与场地设计的真题，并对真题进行仔细梳理、分类，概括考点，有助于考生对考试内容全面系统地了解。书后附有模拟试卷及参考答案，供读者自测和练习。   本书可供参加全国一级注册建筑师资格考试的考生使用，也可作为相关课程的教学参考资料，并对相关专业设计人员有一定的参考作用。
6463895,金工实习(第5版高等职业教育在线开放课程配套教材),"    本书是“十四五”职业教育国家规划教材，遵循教育部最新发布的《高等职业学校专业教学标准》中对本课程的要求，参照最新颁发的国家标准和职业技能等级证书要求等修订而成的。   本书内容包括绪论、钳工、铸工、锻工、焊工、车工、铣工、刨工、磨工等。每个工种配有复习思考题，操作考核题及其操作步骤、考核评分表。为方便教学，本书配有教学资源，以二维码的方式在书中出现，可使用手机等移动通信设备扫描后观看。   本书可作为高等职业技术院校工程技术类相关专业的教材，也可作为有关专业人员的岗位培训用书和参考用书。"
6467647,种在太空的满天星(科学家给孩子的人造卫星立体书)(精),    人造卫星的出现，深刻地改变了世界。它们如同天空中闪烁的信使，极大地拓宽了人类的视野与通信能力。本书是一本画风清新可爱、文字生动的人造卫星科普立体书，由中国卫星领域专家倾力打造。本书通过互动式立体纸艺，让卫星活灵活现地“站立”于书页上。
6473350,山与川与海/中国乡存丛书,    浙江援川干部蓝相谊跨越千里山海，以实干担当践行职责使命，带领四川省泸州市叙永县脱贫致富。任职期满后，蓝相谊从四川回到浙江，毅然选择回到家乡做乡长，与村干部们一起攻坚克难，带领家乡人民共建美好家园，同奏山海协作新乐章。   本书以温暖的笔触描绘了山（浙江山区县）、川（四川贫困县）、海（浙江沿海发达市）三地携手共创美好生活、共同奔小康的时代画卷。
6475202,化石侦探(3传说中的蛇颈龙),    由美和裕树是一对姐弟，两人因避雨来到了日本国立科学博物馆，并在那里结识了古生物学家古井博士。由美对恐龙化石嗤之以鼻，但古井博士却说化石很重要：“关于恐龙，现在我们所知道的所有信息都是从恐龙化石中得到的。”为了让两姐弟更好地理解化石的重要性和古生物学家的工作，古井博士决定和姐弟俩一起变身“化石侦探”，穿越历史，以化石为线索，破解围绕古生物的重重谜团。
6397406,中国历史研究法中国历史研究法补编(新校本),    梁启超于1921年在南开大学讲授“中国历史研究法”，后将讲义整理成《中国历史研究法》一书，《中国历史研究法补编》则是作者于1926至1927年间在清华所做的又一次关于“中国历史研究法”的讲演的结集。《中国历史研究法》是梁启超继《新史学》后的又一杰作，以传统史学所积累的方法为基础，又结合了当时西方史学研究的进展，对史料鉴别、史事考订、史书编纂等诸多方面都有详细的阐述，而《中国历史研究法补编》不仅是前书的延续，也代表了作者史学思想的进一步发展。
6414869,西洋管弦乐的演奏及编配,    本书第一章为西洋管弦乐的发展概述，分别从管弦乐发展的主流、管弦乐发展的支流、管弦乐发展的分支、组曲与协奏曲体裁的形成与发展四个方面展开介绍；第二章为西洋木管乐的演奏及编配，主要介绍了三个方面的内容，依次是木管乐器的性能分析、木管乐器的演奏技巧、木管乐器的组合与编配；第三章为西洋铜管乐的演奏及编配，分别从铜管乐器的性能分析、铜管乐器的演奏技巧、铜管乐器的组合与编配三个方面展开介绍；第四章为西洋弦乐的演奏及编配，主要介绍了三个方面的内容，依次是西洋弦乐的性能分析、西洋弦乐的演奏技巧、西洋弦乐的旋律及和声编配；第五章为管弦乐队旋律与声部的编配，主要从单旋律音乐的编配、二声部音乐的编配、多声部音乐的编配三个方面展开介绍。
6416687,不可思议的整理(精)/100层童书馆,    本书是一本想象力绘本，适合3岁以上儿童阅读。在海滨，有进行海水浴的人，有帆船，有鞋子山洞。从书包山洞里组装出了发射火箭的场地。散到满地的爆米花成了白白的羊群。没有收拾的餐桌变成了动物园。看看田中叔叔这次又为我们带来了怎样的惊喜！生活中习以为常的物件，在艺术家的脑洞下焕发出新的生命。保留了人们最纯真、最童真的那一面。田中达也的作品的关键在于细腻的观察力与想象力。通过转换身份从另一个视角去看这个世界的万事万物，去发现更多的美好。一切被颠覆，却又在情理之中。
6441037,超重力分离工程(英文版)(精)/化工过程强化关键技术丛书,    《超重力分离工程》介绍了以强化传质分离过程速率为目的的超重力分离技术，通过科学构建流体流动、尺度、形态、接触方式等，极大地提高了传质分离效率，呈现出设备体积大幅度减小、分离效率提高、成本降低的优势，开辟了强化传质分离效率、降低能耗的新途径。本书深度总结了超重力分离工程研究的最新成果和工程化案例，系统论述了超重力分离过程的原理、方法、关键技术和工程应用，全书按单元操作分为8章，包括吸收、解吸、精馏、液液萃取、液膜分离、吸附、气固分离等。每章以“问题引出、强化原理、关键技术及特性、工程应用”为主线，突出学术创新理论，注重工程应用推广。   《超重力分离工程》是多项国家和省部级成果的系统总结，提供了大量基础研究和工程应用数据，可供化工、材料、环境、制药、食品等领域科研人员、工程技术人员、生产管理人员以及高等院校相关专业师生参考。
6450574,水污染控制技术(高等职业教育教材),    本书紧密结合水污染治理行业岗位工作实际，采用任务驱动编写模式，每一任务均包含学习目标、任务描述、任务实施、知识储备、技能训练等内容。以任务的完成带动理论知识和操作技能的学习，同时理论知识为技能训练打下坚实的理论基础，提高理论水平和操作技能。任务实施以任务单形式呈现，便于课前预习，也可作为随堂测验，检验掌握情况。   本书分为5个情境。情境1主要介绍有关污水、水体污染等污水处理必备的基础知识，情境2主要介绍污水水量水质调节的方法及构筑物、污水中油类物质和较粗大悬浮物等的去除方法及构筑物，情境3主要介绍污水中有机污染物的去除方法、工艺、构筑物，情境4主要介绍污水中细小悬浮颗粒、胶体物质、微量重金属离子、难降解有机物、病原微生物的去除方法及构筑物，情境5主要介绍污泥浓缩、消化、脱水、焚烧、最终处置的方法、途径及构筑物。   本书体现了党的二十大报告“推进教育数字化”，开发了配套微课、动画和图片数字资源，可通过扫描书中二维码获取。   本书为高等职业教育环境保护类专业的教材，也可作为污水处理职业技能等级培训的参考书，还可供污水处理厂（站）操作及管理岗位等相关工程技术人员参考。
6471753,生物药剂学与药物动力学(供药学药物制剂临床药学中药学制药工程医药营销等专业使用第3版案例版科学出版社普通高等教育案例版医学规划教材),    本教材共分18章。前六章主要阐明生物药剂学的基本理论，从药物的体内过程出发详细介绍了药物的理化性质、剂型因素及机体的生物因素对药物疗效的影响，讨论了生物药剂学对新药开发的指导作用。第七章至第十三章主要介绍了药物动力学的基本原理，，除了详细阐述药物动力学的传统理论，还对统计矩、群体药物动力学等较新的药物动力学进展作了必要的介绍。第十四章至第十七章在生物药剂学与药物动力学的基本原理上，主要介绍药物动力学在新药研发和临床合理用药方面的具体应用，并对生物利用度和药物临床合理应用进行了着重阐明。第十八章介绍了药物动力学研究领域的新进展和新运用。
6462993,行动学习项目设计(行动学习项目设计与实施的四大模式)/国际行动学习协会系列丛书,    本书是一本专为企业管理者和培训师编写的实用指南，旨在传授行动学习的核心理念和实践技巧。本书深入剖析了行动学习的本质，通过金字塔模型揭示了其四大流派，并详细介绍了从项目准备到评估的多个设计步骤，提供了实操性强的指导。
6468442,数学简史(少儿彩绘版)/迷人的科学史,    本书是专门为7-15岁少年儿童打造的数学科普图书，主要针对目前我国中小学数学教学中，尤其是义务教育阶段中较为重要的数学知识点，着重论述它们的数学史背景，包括算术、几何、代数、三角学四个板块。作者以娓娓道来的叙述我们展示了数学是如何从生活中一步步发展而来，又是如何影响着我们生活的方方面面的。图书贴近孩子的认知水平和审美趣味，包含大量全彩插画与作者多年来搜集的真实史料图片，引导孩子发现数学的乐趣与奥秘。
6468766,天津CiTY城市地图/中国城市地图系列,    本地图包含全新天津市公路交通详图、天津中心城区大比例尺街道详图、天津市轨道交通运营线路示意图、必游景点介绍、美食购物推荐等。
6470162,成都CiTY城市地图/中国城市地图系列,    本书为成都城市地图。单张双面，高清印刷。旅游出行常备，丰富的旅游信息，详实的地图，City Walk规划参考工具。高精度大幅面的城市地图，便捷易折叠，携带方便。
6472860,智联世界(以共商促共享以善治促善智)(精),    本书以2024世界人工智能大会暨人工智能全球治理高级别会议开幕式、全体会议及主论坛的嘉宾演讲内容为主，围绕“全球治理”“产业发展”“科学前沿”等主题，全面展现世界人工智能全球治理挑战、最新产业发展及前沿观点洞察。
5617226,手工印染技艺(彩印花布)(精)/中国非物质文化遗产纺织技艺研究书系,    本书为《中国非物质文化遗产纺织技艺—手工印染技艺》丛书的彩印花布卷。民间彩印花布是我国直接印花工艺的代表，人们使用模版将颜料或染料直接印染于纺织品上，从而为织物表面附加形式多样、色彩缤纷的艺术图案。我国的彩印花布工艺起源于秦汉时期的画缋，后逐渐发展为画缋捺印并用、木戳印花、木版砑花与镂空纸版刷印等工艺。全书内容涵盖了彩印花布的历史渊源、工艺发展、技艺流程、应用功能、图案特色、工艺特色、各地域文化比较等方面，并附有古旧彩印花布实物介绍与传承人工艺相关视频，能以图文并茂的方式，为读者展示出我国彩印花布工艺的悠久历史与独特艺术风貌。
6448989,交易撮合者(私募股权的经验与教训)(精),"    “草根投资”的华丽逆袭。   泰丰资本创始人的投资心经。   不惧风险，有思考地抓机会赚钱。   本书讲述了葛涵思私募股权领域的职业生涯故事，他从一个患有严重阅读障碍的孩子，到牛津大学毕业，再到成为一名连续创业者。他先是在野村证券，后来成为自己公司泰丰资本的负责人。本书详细介绍了泰丰资本多年来所做的大额交易，涉及多个领域，包括电影院、飞机、绿色能源等。本书对葛涵思进行了客观的评价，列出了他职业生涯中出彩的表现和成熟的交易方法。葛涵思在书中总结的投资心法，对金融领域人士和对投资兴趣的读者有很大帮助。"
6454523,大学数学基础(1中文版科学出版社十四五普通高等教育本科规划教材)/中法工程师学院预科教学丛书,    本书是中山大学中法核工程与技术学院二年级第一学期的数学教材的中文翻译版，包括以下主要内容：群、环和除环；关系、自然数集、整数集、有理数集和实数集；实数列和复数列；向量空间和线性映射；整数集中的算术；单实变量的实值或复值函数；多项式和有理分式。这些内容涉及不同的数学分支，读者在阅读本书前需对某些基础内容有所了解。在每章的开头部分，列出了学习该章内容所需的预备知识。另外，书中提供了许多详细示例以帮助读者理解和应用相关知识，每章末给出一系列练习题，供使用教材的教师布置作业时选用，自学者也可通过做课后习题加深对知识和方法的理解和掌握。译者在后记部分记录了参与和见证的中山大学中法核工程与技术学院的预科数学教学实践，供对预科数学教学模式感兴趣的读者了解。本书可作为中法合作办学单位的预科数学教材，也可作为理工科院校相关专业数学类课程的参考教材。
6456428,走在行知教育实验的路上(精)/四有好老师系列丛书,    本书是成长篇的一本，讲述江苏行知教育集团校长杨瑞清老师的成长经历和事迹。   圆一个心愿：让农民的孩子也能享受最好的教育。   走一条道路：走在行知路上。   做一件事情：开展行知教育实验。   绘一张蓝图：构建大情怀育人体系。   围绕这四条线，顺着“扎根”“突围”“超越”“共享”“反思”的线索，杨瑞清老师刻意选择了60个话题，像是在为自己60岁的人生做一份“总结报告”，更像是面向今后教育生活的一份“开题报告”，不是结论，而是新探索的开始。
6465041,多元视角下的文化创意产品设计研究,    为了适应高校产品设计的教学实际，提升学生对产品设计的学习兴趣，让学生接触并了解文化，通过思考将文化元素运用在现代产品设计中，更好地理解文化对于产品设计的各种影响，本书将为其提供一个能够充分发挥想象力、进行科学建构的广阔空间，使其熟悉产品设计流程、掌握产品操作技能，在今后的文化创意产品设计实战中能更为准确地从各种文化形态当中提炼出文化与现代的融合元素，推动文化衍生品产业发展，促进文化价值转化为商业价值。本书正是在这一文化创意产业发展的大背景之下，以设计学为视点，对文化创意产品进行分析和解读的。
